"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"f9baf3b7-7b61-4ba8-8309","2024-01-24","09:27:25","Station","Credit Card","Senior","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-01-24","09:45:00","11:05:00","11:05:00","On Time","None","No"
"f9bba225-e555-4a9b-ad99","2024-02-02","09:40:17","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-02-03","08:00:00","10:15:00","10:57:00","Delayed","Weather","No"
"f9c2ef82-9b32-429b-b4d3","2024-02-12","22:01:50","Online","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-28","20:30:00","21:50:00","21:50:00","On Time","None","No"
"f9c84049-3a96-41fe-a606","2024-02-09","19:33:27","Online","Credit Card","Senior","Standard","Advance","16","London St Pancras","Leicester","2024-02-13","18:45:00","19:45:00","19:45:00","On Time","None","No"
"f9cac993-cfec-4896-9d15","2024-02-07","17:40:02","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-23","16:00:00","17:20:00","17:20:00","On Time","None","No"
"f9cdc007-8a04-44c6-934a","2024-02-10","08:25:39","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-17","07:45:00","09:35:00","09:35:00","On Time","None","No"
"f9d7923d-6ca4-4a74-bb4f","2024-02-13","07:15:12","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-02-13","07:45:00","09:35:00","09:35:00","On Time","None","No"
"f9d7ef8b-6d5c-4679-8cdc","2024-01-12","14:51:51","Online","Contactless","Adult","First Class","Anytime","13","Manchester Piccadilly","Liverpool Lime Street","2024-01-12","16:15:00","16:45:00","16:45:00","On Time","None","No"
"f9d8eba5-9364-46ed-bca8","2024-02-02","08:20:41","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-16","06:45:00","08:05:00","08:05:00","On Time","None","No"
"f9de3951-58e4-4017-bfbd","2024-02-06","12:55:11","Online","Credit Card","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-10","11:15:00","11:45:00","11:45:00","On Time","None","No"
"f9e0cb11-b785-4cd8-9f6d","2024-02-02","17:29:39","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-14","15:45:00","17:35:00","17:35:00","On Time","None","No"
"f9e7cbc6-ba23-4727-9c34","2024-02-09","07:56:29","Online","Debit Card","Senior","Standard","Advance","8","London Paddington","Reading","2024-02-12","06:15:00","07:15:00","07:15:00","On Time","None","No"
"f9e7efc2-19ea-414c-9587","2024-01-26","20:58:45","Station","Credit Card","Adult","Standard","Off-Peak","84","Manchester Piccadilly","London Euston","2024-01-26","22:15:00","00:05:00","00:05:00","On Time","None","No"
"f9e84ced-aa4a-44b7-869f","2024-02-08","12:02:04","Station","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-09","10:30:00","11:50:00","11:50:00","On Time","None","No"
"f9eafde4-745c-44c8-b190","2024-01-25","06:58:00","Online","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-25","08:15:00","09:35:00","09:35:00","On Time","None","No"
"f9ebe688-c840-40d5-8bf9","2024-02-12","14:38:34","Online","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-13","13:00:00","14:20:00","14:20:00","On Time","None","No"
"f9ee0637-d237-4c44-a37a","2024-01-16","03:37:39","Online","Contactless","None","First Class","Off-Peak","86","London Kings Cross","York","2024-01-16","05:00:00","06:50:00","06:50:00","On Time","None","No"
"f9f33083-38ae-4618-9fb9","2024-02-04","03:29:30","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-05","01:45:00","03:05:00","03:05:00","On Time","None","No"
"f9f54af3-2539-4e8e-b0c4","2024-01-04","05:16:24","Online","Contactless","Adult","First Class","Advance","38","London Kings Cross","York","2024-01-05","03:45:00","05:35:00","05:35:00","On Time","None","No"
"f9f62454-3a9b-4952-b6a1","2024-02-04","17:02:14","Station","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-02-29","15:30:00","16:30:00","16:30:00","On Time","None","No"
"f9f9130a-2abe-443b-bca6","2024-02-07","22:09:55","Online","Credit Card","None","Standard","Advance","6","Birmingham New Street","Liverpool Lime Street","2024-02-18","20:30:00","22:00:00","22:00:00","On Time","None","No"
"fa0ec522-5209-4cf0-882b","2024-01-22","09:01:47","Online","Credit Card","None","Standard","Advance","34","York","Peterborough","2024-02-04","07:30:00","08:40:00","08:40:00","On Time","None","No"
"fa1288fe-a8ad-4ddd-8dbf","2024-02-08","13:25:37","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-09","11:45:00","13:35:00","13:35:00","On Time","None","No"
"fa174aed-8855-428d-a750","2024-02-14","08:10:19","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-02-23","06:30:00","07:50:00","07:50:00","On Time","None","No"
"fa1c692a-4b1c-4ea2-a97b","2024-01-04","15:03:12","Online","Contactless","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-01-05","13:30:00","14:50:00","14:50:00","On Time","None","No"
"fa1f263a-b318-40c6-9993","2024-01-10","09:30:34","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-01-11","08:00:00","10:15:00","11:07:00","Delayed","Weather","No"
"fa200d57-a319-476a-b62e","2024-01-31","04:48:12","Station","Contactless","None","Standard","Anytime","70","London Kings Cross","York","2024-01-31","06:15:00","08:05:00","08:05:00","On Time","None","No"
"fa2a8268-11e9-4d86-84a1","2024-02-13","14:31:10","Station","Credit Card","Adult","Standard","Anytime","9","London Euston","Birmingham New Street","2024-02-13","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fa2ef0c2-e9da-443a-8357","2024-02-11","12:44:41","Station","Credit Card","Adult","Standard","Advance","4","Birmingham New Street","Liverpool Lime Street","2024-02-15","11:00:00","12:30:00","12:30:00","On Time","None","No"
"fa3a5321-e4cd-437c-82c6","2024-01-03","09:03:33","Online","Credit Card","None","Standard","Advance","3","London Paddington","London Waterloo","2024-01-04","07:30:00","09:00:00","09:00:00","On Time","None","No"
"fa3e3ed1-9fdd-41fe-90f1","2024-01-31","20:18:24","Online","Credit Card","Senior","Standard","Advance","6","Liverpool Lime Street","Crewe","2024-02-02","18:45:00","19:20:00","19:20:00","On Time","None","No"
"fa471c76-cbde-4253-b7c9","2024-01-24","00:31:58","Online","Credit Card","None","Standard","Off-Peak","17","Manchester Piccadilly","Nottingham","2024-01-24","02:00:00","03:00:00","03:00:00","On Time","None","No"
"fa4fb887-e00a-4f52-9962","2024-01-22","05:53:29","Station","Contactless","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-23","04:15:00","05:35:00","05:35:00","On Time","None","No"
"fa52ab9a-644b-4675-92da","2024-02-14","21:31:28","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-15","20:00:00","21:00:00","21:00:00","On Time","None","No"
"fa53f99e-e265-49cb-837e","2024-02-06","00:04:03","Station","Credit Card","Adult","Standard","Advance","11","Oxford","Bristol Temple Meads","2024-02-27","22:30:00","23:45:00","23:45:00","On Time","None","No"
"fa5e6cb1-0933-4d9d-a7e5","2024-01-08","06:24:45","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-09","04:45:00","06:35:00","06:35:00","On Time","None","No"
"fa6548d3-f091-4dd5-80dd","2024-02-08","17:17:45","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-14","15:45:00","17:05:00","17:05:00","On Time","None","No"
"fa662aa7-1234-45f2-bb88","2024-02-10","22:41:26","Online","Credit Card","Senior","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-11","00:00:00","00:30:00","00:30:00","On Time","None","No"
"fa6b8525-0b87-41ac-8a4e","2024-01-19","17:27:44","Online","Credit Card","None","Standard","Anytime","10","Birmingham New Street","Stafford","2024-01-19","18:45:00","19:15:00","19:15:00","On Time","None","No"
"fa6cc62e-4699-41a7-b2e2","2024-01-19","08:39:03","Online","Contactless","Adult","Standard","Advance","11","Oxford","Bristol Temple Meads","2024-01-20","07:00:00","08:15:00","08:15:00","On Time","None","No"
"fa6fdde0-732f-4f7c-ae73","2024-01-29","15:21:41","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-05","13:45:00","15:05:00","15:05:00","On Time","None","No"
"fa7571b5-fcfa-4b9e-a59d","2024-01-24","10:56:22","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-25","09:15:00","09:45:00","09:45:00","On Time","None","No"
"fa77a6bb-1736-4715-bf18","2024-01-10","09:35:49","Online","Contactless","None","Standard","Advance","17","Oxford","Bristol Temple Meads","2024-01-11","08:00:00","09:15:00","09:15:00","On Time","None","No"
"fa7c6926-273a-471b-ac72","2024-01-31","17:03:02","Station","Debit Card","Adult","Standard","Anytime","101","Liverpool Lime Street","London Euston","2024-01-31","17:30:00","19:45:00","20:00:00","Delayed","Technical Issue","Yes"
"fa80b607-fa63-4ae8-9d03","2024-02-04","12:18:11","Station","Credit Card","None","Standard","Off-Peak","35","York","Edinburgh","2024-02-04","13:45:00","16:15:00","16:15:00","On Time","None","No"
"fa86f9bd-02a9-4a02-9032","2024-01-13","15:15:24","Station","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-01-14","13:45:00","14:45:00","14:45:00","On Time","None","No"
"fa8d8102-907c-444c-be6b","2024-01-28","13:26:26","Online","Credit Card","None","First Class","Off-Peak","63","Birmingham New Street","Reading","2024-01-28","14:45:00","16:15:00","16:15:00","On Time","None","No"
"fa90e6b4-b1fa-4d81-ad9e","2024-01-02","14:39:57","Station","Debit Card","Disabled","Standard","Anytime","11","London St Pancras","Birmingham New Street","2024-01-02","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fa93188b-b14e-4601-b210","2024-01-06","10:24:58","Online","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-01-07","08:45:00","09:45:00","09:45:00","On Time","None","No"
"fa944d30-527f-420b-b240","2024-01-24","16:11:37","Station","Credit Card","Senior","First Class","Anytime","76","London Kings Cross","York","2024-01-24","17:45:00","19:35:00","no infor","Cancelled","Weather","No"
"fa96447d-bd6d-4e06-af3e","2024-01-25","04:51:35","Station","Contactless","None","Standard","Anytime","70","London Kings Cross","York","2024-01-25","06:15:00","08:05:00","08:05:00","On Time","None","No"
"fa99861f-0fb2-438b-b02d","2024-02-04","08:15:58","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-02-09","07:45:00","09:15:00","no infor","Cancelled","Staff Shortage","No"
"fa9abd20-a0cd-4872-8664","2024-01-07","21:28:49","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-08","19:45:00","21:35:00","21:35:00","On Time","None","No"
"fa9c7160-3a89-42b7-a0c6","2024-01-27","06:43:28","Station","Credit Card","None","Standard","Off-Peak","113","Liverpool Lime Street","London Euston","2024-01-27","08:00:00","10:15:00","11:15:00","Delayed","Weather","No"
"faa51576-f8a0-4a0e-bdee","2024-01-27","03:31:42","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-27","05:00:00","05:30:00","05:30:00","On Time","None","No"
"faae0db9-ddc2-424c-af89","2024-02-15","10:32:13","Station","Contactless","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-02-19","09:00:00","09:30:00","no infor","Cancelled","Signal failure","Yes"
"fab194dd-8131-4f10-9ecf","2024-01-04","08:23:04","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-05","06:45:00","07:15:00","07:15:00","On Time","None","No"
"fab82448-89aa-4d19-b97c","2024-01-10","08:20:33","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-11","07:45:00","09:35:00","09:35:00","On Time","None","No"
"fac40f74-cbea-4cd3-add7","2024-01-17","09:11:15","Station","Credit Card","Disabled","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-17","10:30:00","11:00:00","11:00:00","On Time","None","No"
"fac7bf0a-054d-4f1e-9866","2024-01-23","08:10:57","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-01-24","06:30:00","07:50:00","07:50:00","On Time","None","No"
"facad33d-1eb7-48d6-b340","2024-02-03","19:31:16","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-10","17:45:00","18:15:00","18:15:00","On Time","None","No"
"fad183d1-ce5e-4f1c-8d69","2024-02-07","08:01:49","Online","Credit Card","None","Standard","Advance","7","Birmingham New Street","Nuneaton","2024-02-26","06:30:00","06:50:00","06:50:00","On Time","None","No"
"fadefce6-c822-4707-b6f1","2024-02-05","17:57:39","Online","Contactless","Adult","Standard","Advance","16","London St Pancras","Leicester","2024-02-25","16:15:00","17:15:00","17:15:00","On Time","None","No"
"fae104c4-eb41-4303-9b2b","2024-02-02","14:02:26","Online","Credit Card","Disabled","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-02-02","15:30:00","16:50:00","16:50:00","On Time","None","No"
"faeaa622-8a39-4945-bf8b","2024-01-16","08:28:41","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-17","07:45:00","08:45:00","08:45:00","On Time","None","No"
"faf07d4f-d82a-45af-bbaa","2024-02-02","04:40:33","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-04","03:00:00","03:30:00","03:30:00","On Time","None","No"
"faf31086-4150-4ce1-a83f","2024-01-12","05:27:31","Station","Contactless","Adult","Standard","Anytime","47","London Kings Cross","York","2024-01-12","06:45:00","08:35:00","08:35:00","On Time","None","No"
"faf40d51-49e0-494c-8f27","2024-01-14","13:58:59","Online","Credit Card","Adult","Standard","Off-Peak","8","London St Pancras","Birmingham New Street","2024-01-14","15:15:00","16:35:00","16:35:00","On Time","None","No"
"faf91f01-ccbc-4fd5-8cb2","2024-02-11","20:28:31","Online","Credit Card","None","Standard","Advance","7","Birmingham New Street","Nuneaton","2024-02-24","18:45:00","19:05:00","19:05:00","On Time","None","No"
"fafac082-ffa6-4b08-9a8d","2024-02-02","11:15:32","Station","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-02-02","12:45:00","13:15:00","13:15:00","On Time","None","No"
"fb13e983-4b7e-4090-b251","2024-01-30","14:24:36","Online","Contactless","Adult","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-01-30","15:45:00","17:05:00","no infor","Cancelled","Signal failure","No"
"fb23f287-f890-4d62-aec8","2024-01-20","18:51:11","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-20","20:15:00","20:45:00","20:45:00","On Time","None","No"
"fb24de25-b8d8-49fd-87a5","2024-02-02","15:49:33","Station","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-02-03","14:15:00","15:15:00","15:15:00","On Time","None","No"
"fb27964d-23fa-465d-b1fc","2024-01-15","08:24:14","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-01-16","07:45:00","09:15:00","09:15:00","On Time","None","No"
"fb2bc823-f666-479f-b7c0","2024-01-30","07:47:11","Online","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-30","09:15:00","09:45:00","09:45:00","On Time","None","No"
"fb3644f4-8fef-4f1b-9fe9","2024-01-26","17:15:45","Online","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-26","18:45:00","20:05:00","20:05:00","On Time","None","No"
"fb3868bb-1416-4134-8690","2024-02-09","18:45:52","Online","Credit Card","Senior","First Class","Advance","7","Liverpool Lime Street","Manchester Piccadilly","2024-02-19","17:15:00","17:45:00","17:45:00","On Time","None","No"
"fb39c6ab-f48d-443a-b7e9","2024-01-25","12:13:07","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-26","10:30:00","11:50:00","11:50:00","On Time","None","No"
"fb3f1213-4633-4d9b-8cb9","2024-02-03","01:36:51","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-04","00:00:00","00:30:00","00:30:00","On Time","None","No"
"fb42e2f0-8ba1-4867-817f","2024-01-18","12:33:10","Station","Contactless","None","Standard","Advance","24","York","Edinburgh","2024-01-19","11:00:00","13:30:00","13:30:00","On Time","None","No"
"fb4647c2-4b37-4e29-a9d1","2024-02-02","11:53:56","Station","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-02-02","13:15:00","14:15:00","14:15:00","On Time","None","No"
"fb59a6c4-ab2b-4e27-8316","2024-01-25","17:32:30","Station","Debit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-01","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fb63b4bb-8320-46b8-8f59","2024-01-14","09:34:01","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-01-15","08:00:00","10:15:00","11:00:00","Delayed","Staffing","No"
"fb6501b1-ef48-4e43-8253","2024-01-10","15:47:30","Online","Credit Card","Senior","First Class","Advance","34","Oxford","Bristol Temple Meads","2024-01-11","14:15:00","15:30:00","15:43:00","Delayed","Signal Failure","Yes"
"fb67376d-d709-4906-9b88","2024-02-04","23:12:26","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-27","21:30:00","22:30:00","22:30:00","On Time","None","No"
"fb6950fe-be38-4868-8f06","2024-02-05","17:33:08","Station","Credit Card","Adult","First Class","Advance","35","London Euston","Birmingham New Street","2024-02-06","16:00:00","17:20:00","17:20:00","On Time","None","No"
"fb6bd553-d4cb-457e-840d","2024-01-16","06:10:03","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-16","07:30:00","09:20:00","09:20:00","On Time","None","No"
"fb6d48ad-ad4b-4359-8633","2024-02-09","13:19:17","Online","Credit Card","Disabled","Standard","Advance","8","London Paddington","Reading","2024-02-14","11:45:00","12:45:00","12:45:00","On Time","None","No"
"fb70d29a-7e3d-459f-8a16","2024-01-10","12:55:35","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-10","14:15:00","16:05:00","16:05:00","On Time","None","No"
"fb7df953-390a-4e63-bc97","2024-02-05","18:43:33","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-18","17:00:00","17:30:00","17:30:00","On Time","None","No"
"fb7f45af-a0c1-4f2e-8ff2","2024-02-09","17:19:22","Online","Credit Card","None","Standard","Anytime","10","Birmingham New Street","Tamworth","2024-02-09","18:45:00","19:05:00","19:05:00","On Time","None","No"
"fb863174-f150-4570-ad3a","2024-02-04","08:23:57","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-05","07:45:00","09:35:00","09:35:00","On Time","None","No"
"fb86fc39-c697-41aa-8110","2024-02-02","10:16:52","Station","Credit Card","Senior","First Class","Advance","35","London Euston","Birmingham New Street","2024-02-03","09:45:00","11:05:00","11:05:00","On Time","None","No"
"fb88ade6-a7f3-4ec6-94f2","2024-01-03","03:34:52","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-04","02:00:00","02:30:00","02:30:00","On Time","None","No"
"fb892014-7591-49aa-bcde","2024-01-04","01:55:57","Online","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-04","03:15:00","03:45:00","no infor","Cancelled","Traffic","Yes"
"fb9490f0-cda7-4b9a-afb7","2024-02-04","02:08:49","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-05","00:30:00","01:00:00","01:00:00","On Time","None","No"
"fb9f7eae-cdc6-4817-b98c","2024-01-07","06:04:50","Online","Credit Card","None","Standard","Advance","22","Birmingham New Street","London St Pancras","2024-01-08","04:30:00","05:50:00","05:50:00","On Time","None","No"
"fba200c9-2b22-4efb-b104","2024-01-22","22:41:34","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-23","00:00:00","00:30:00","00:30:00","On Time","None","No"
"fba33ef2-11d4-4981-bc2c","2024-01-26","15:05:16","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-04","13:30:00","14:00:00","14:00:00","On Time","None","No"
"fba891c9-4379-4821-926b","2024-01-31","04:52:53","Online","Debit Card","Senior","Standard","Anytime","17","London Paddington","Reading","2024-01-31","06:15:00","07:15:00","07:15:00","On Time","None","No"
"fbac25df-c5cb-46bb-b956","2024-01-15","18:49:09","Online","Credit Card","Adult","Standard","Advance","23","London Kings Cross","York","2024-01-16","17:15:00","19:05:00","19:05:00","On Time","None","No"
"fbb8bee6-2b89-4457-9f63","2024-01-02","17:21:32","Online","Credit Card","None","Standard","Anytime","10","Birmingham New Street","Tamworth","2024-01-02","18:45:00","19:05:00","19:05:00","On Time","None","No"
"fbbe22de-258c-4cd3-afc4","2024-01-27","00:01:48","Station","Contactless","Adult","Standard","Advance","7","Liverpool Lime Street","Leeds","2024-01-28","22:30:00","00:00:00","00:00:00","On Time","None","No"
"fbc11415-4d9c-4894-a0c7","2024-01-29","11:36:18","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-30","10:00:00","10:30:00","10:30:00","On Time","None","No"
"fbc238cf-252d-4833-98ab","2024-01-07","17:48:13","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-08","16:15:00","16:45:00","16:45:00","On Time","None","No"
"fbc2d08b-da84-4a2a-8ac3","2024-01-01","07:46:41","Station","Credit Card","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-01","09:15:00","09:45:00","09:45:00","On Time","None","No"
"fbc359bd-b77e-4938-9167","2024-02-13","21:08:29","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-29","19:30:00","21:20:00","21:20:00","On Time","None","No"
"fbc9ada8-98b6-4f9f-97f7","2024-02-04","23:10:48","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-23","21:30:00","23:20:00","23:20:00","On Time","None","No"
"fbce199e-3303-4b37-a977","2024-01-17","20:21:45","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-06","17:45:00","19:35:00","19:35:00","On Time","None","No"
"fbdfe37d-091d-40f2-b39f","2024-02-09","05:00:16","Station","Credit Card","None","Standard","Advance","8","York","Durham","2024-02-11","03:30:00","04:20:00","04:31:00","Delayed","Weather Conditions","No"
"fbeb686b-c94f-425b-9b36","2024-01-04","05:49:35","Station","Contactless","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-05","04:15:00","05:35:00","05:35:00","On Time","None","No"
"fbf06f33-8075-4412-8d33","2024-01-17","03:09:57","Online","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-17","04:30:00","05:00:00","05:00:00","On Time","None","No"
"fbf30268-0791-484d-bc8b","2024-02-10","17:35:43","Station","Credit Card","Adult","Standard","Advance","23","London Kings Cross","York","2024-02-26","16:00:00","17:50:00","17:50:00","On Time","None","No"
"fbf3b716-7e89-4aff-9de5","2024-01-11","09:14:04","Online","Credit Card","None","Standard","Advance","9","Reading","Swindon","2024-01-12","07:30:00","08:15:00","08:15:00","On Time","None","No"
"fbf908a2-94c8-42a4-90c5","2024-01-25","16:24:47","Online","Credit Card","Senior","Standard","Advance","56","Manchester Piccadilly","London Euston","2024-01-26","14:45:00","16:35:00","16:35:00","On Time","None","No"
"fbf9a0d0-c2fb-44e7-bafc","2024-02-09","07:45:04","Online","Credit Card","Disabled","First Class","Advance","31","York","Peterborough","2024-02-12","06:15:00","07:25:00","07:25:00","On Time","None","No"
"fbfa4da8-0640-47e7-a614","2024-01-29","19:53:07","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-30","18:15:00","19:35:00","19:35:00","On Time","None","No"
"fbfe8bb1-226e-4264-8c5e","2024-01-07","09:03:33","Online","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-07","10:30:00","11:50:00","11:50:00","On Time","None","No"
"fc015886-0d73-4d37-bc8c","2024-01-06","08:04:36","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-07","06:30:00","07:00:00","07:00:00","On Time","None","No"
"fc04409d-8202-4fbd-95db","2024-01-19","15:58:20","Online","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-20","14:15:00","14:45:00","no infor","Cancelled","Traffic","Yes"
"fc0fce93-53c8-403f-86b1","2024-01-19","04:30:03","Online","Contactless","None","Standard","Anytime","5","Manchester Piccadilly","Liverpool Lime Street","2024-01-19","06:00:00","06:30:00","06:30:00","On Time","None","No"
"fc10d976-af29-44dd-9aa6","2024-02-15","03:01:18","Online","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-16","01:30:00","02:00:00","02:00:00","On Time","None","No"
"fc115963-8170-4f03-b7c8","2024-01-14","17:34:31","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-15","16:00:00","17:20:00","18:52:00","Delayed","Weather","No"
"fc138e4d-7604-4d9b-8bfc","2024-02-12","00:13:35","Online","Credit Card","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-02-21","22:30:00","23:00:00","23:00:00","On Time","None","No"
"fc2652ee-c5fd-4ca1-a244","2024-01-04","09:38:03","Station","Contactless","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-04","11:00:00","11:30:00","11:30:00","On Time","None","No"
"fc27eec3-1b02-4c23-beeb","2024-01-29","06:04:20","Online","Credit Card","None","Standard","Anytime","146","London Paddington","Manchester Piccadilly","2024-01-29","07:30:00","09:45:00","09:45:00","On Time","None","No"
"fc2b6b34-a474-49a2-9d32","2024-01-02","14:23:21","Online","Credit Card","Disabled","Standard","Advance","8","London Paddington","Reading","2024-01-03","12:45:00","13:45:00","no infor","Cancelled","Technical Issue","No"
"fc311ee2-5770-4bc0-af58","2024-01-26","11:20:43","Online","Contactless","None","Standard","Off-Peak","107","London Euston","Manchester Piccadilly","2024-01-26","12:45:00","14:35:00","14:35:00","On Time","None","No"
"fc320530-03ce-474c-ab58","2024-01-29","09:40:40","Online","Contactless","None","Standard","Off-Peak","5","Manchester Piccadilly","Sheffield","2024-01-29","11:00:00","11:45:00","11:45:00","On Time","None","No"
"fc32d4a0-52aa-442e-b0ca","2024-01-12","06:39:19","Station","Credit Card","None","Standard","Anytime","151","Liverpool Lime Street","London Euston","2024-01-12","08:00:00","10:15:00","10:15:00","On Time","None","No"
"fc3b6423-da9d-416c-90de","2024-01-18","17:18:51","Online","Credit Card","Disabled","First Class","Advance","35","London Euston","Birmingham New Street","2024-01-19","15:45:00","17:05:00","17:05:00","On Time","None","No"
"fc45d7a1-01c0-4641-9e34","2024-01-15","03:26:54","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","01:45:00","02:15:00","02:15:00","On Time","None","No"
