ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
76.0,male,group D,associate's degree,free/reduced,none,54.0,57.0,56.0
77.0,female,group D,high school,standard,completed,76.0,77.0,84.0
78.0,male,group D,bachelor's degree,standard,none,73.0,67.0,68.0
79.0,male,group D,high school,standard,completed,98.0,100.0,94.0
80.0,female,group B,some high school,standard,none,60.0,81.0,73.0
81.0,male,group D,high school,standard,none,62.0,47.0,51.0
82.0,male,group B,some college,standard,completed,89.0,83.0,86.0
83.0,male,group B,high school,free/reduced,none,75.0,83.0,67.0
84.0,female,group B,master's degree,standard,completed,81.0,88.0,93.0
85.0,female,group D,associate's degree,standard,completed,65.0,77.0,80.0
86.0,male,group E,some high school,standard,none,89.0,94.0,84.0
87.0,female,group E,some high school,standard,none,89.0,87.0,83.0
88.0,female,group B,some college,free/reduced,completed,57.0,80.0,77.0
89.0,female,group E,some college,standard,none,81.0,89.0,83.0
90.0,male,group A,high school,free/reduced,none,79.0,81.0,77.0
91.0,female,group E,high school,standard,completed,96.0,96.0,96.0
92.0,male,group C,high school,standard,none,67.0,65.0,63.0
93.0,female,group B,some college,free/reduced,completed,31.0,47.0,52.0
94.0,male,group E,some high school,standard,completed,76.0,68.0,68.0
95.0,male,group B,some college,standard,none,67.0,69.0,65.0
96.0,female,group B,high school,free/reduced,completed,41.0,55.0,59.0
97.0,female,group D,high school,standard,completed,79.0,89.0,86.0
98.0,male,group B,high school,standard,none,80.0,77.0,70.0
99.0,female,group B,some college,standard,completed,67.0,86.0,85.0
100.0,female,group B,bachelor's degree,standard,none,81.0,79.0,78.0
101.0,female,group C,some high school,free/reduced,completed,48.0,68.0,66.0
102.0,female,group B,some high school,standard,completed,86.0,89.0,98.0
103.0,male,group A,master's degree,standard,none,90.0,81.0,83.0
104.0,male,group D,some college,free/reduced,none,54.0,55.0,52.0
105.0,female,group C,associate's degree,standard,completed,79.0,91.0,97.0
106.0,female,group D,some college,standard,none,75.0,76.0,78.0
107.0,female,group D,associate's degree,standard,none,84.0,82.0,84.0
108.0,female,group C,some high school,free/reduced,none,52.0,60.0,58.0
109.0,male,group B,some college,standard,none,86.0,84.0,83.0
110.0,male,group D,some high school,free/reduced,completed,62.0,58.0,57.0
111.0,female,group C,bachelor's degree,free/reduced,completed,55.0,74.0,79.0
112.0,female,group C,bachelor's degree,standard,none,58.0,77.0,73.0
113.0,female,group E,some college,free/reduced,completed,64.0,69.0,70.0
114.0,male,group C,some high school,standard,none,52.0,54.0,52.0
115.0,male,group A,high school,standard,none,60.0,56.0,61.0
116.0,male,group B,high school,standard,none,68.0,70.0,61.0
117.0,male,group B,high school,free/reduced,completed,79.0,80.0,77.0
118.0,male,group C,bachelor's degree,free/reduced,completed,84.0,89.0,89.0
119.0,male,group E,some college,standard,completed,80.0,78.0,76.0
120.0,female,group A,some high school,standard,none,62.0,67.0,67.0
121.0,female,group D,some college,standard,none,58.0,72.0,73.0
122.0,male,group B,high school,standard,completed,81.0,74.0,69.0
123.0,female,group E,bachelor's degree,free/reduced,none,76.0,80.0,78.0
124.0,male,group B,high school,standard,none,65.0,59.0,56.0
125.0,female,group C,associate's degree,standard,completed,57.0,63.0,72.0
126.0,male,group C,some high school,standard,none,53.0,55.0,45.0
127.0,female,group C,master's degree,standard,none,86.0,81.0,89.0
128.0,male,group C,master's degree,free/reduced,completed,71.0,70.0,69.0
129.0,female,group B,high school,standard,none,72.0,78.0,75.0
130.0,female,group E,associate's degree,free/reduced,none,76.0,74.0,78.0
131.0,male,group B,high school,standard,none,57.0,51.0,42.0
132.0,female,group E,high school,free/reduced,none,79.0,88.0,89.0
133.0,male,group B,associate's degree,standard,completed,62.0,59.0,62.0
134.0,female,group C,high school,standard,completed,93.0,98.0,99.0
135.0,female,group C,some college,standard,none,62.0,57.0,61.0
136.0,female,group A,some college,standard,none,67.0,74.0,76.0
137.0,female,group E,associate's degree,standard,completed,78.0,72.0,78.0
138.0,female,group E,bachelor's degree,free/reduced,none,85.0,76.0,85.0
139.0,male,group E,some high school,free/reduced,completed,78.0,72.0,67.0
140.0,female,group B,some high school,free/reduced,none,61.0,72.0,65.0
141.0,female,group E,high school,free/reduced,completed,86.0,88.0,93.0
142.0,female,group D,high school,free/reduced,none,52.0,57.0,50.0
143.0,male,group D,bachelor's degree,standard,none,49.0,50.0,48.0
144.0,female,group E,associate's degree,standard,none,97.0,100.0,98.0
145.0,male,group C,some college,standard,none,77.0,72.0,70.0
146.0,male,group C,bachelor's degree,standard,none,64.0,60.0,65.0
147.0,male,group C,some college,free/reduced,completed,57.0,60.0,64.0
148.0,female,group D,some high school,free/reduced,none,47.0,59.0,59.0
149.0,female,group B,some college,standard,completed,39.0,51.0,48.0
150.0,female,group E,some high school,standard,none,44.0,38.0,39.0
151.0,male,group C,associate's degree,standard,none,77.0,69.0,67.0
152.0,male,group E,bachelor's degree,standard,completed,85.0,81.0,77.0
153.0,male,group D,some high school,standard,completed,88.0,78.0,77.0
154.0,male,group D,associate's degree,standard,completed,66.0,65.0,69.0
155.0,female,group C,some high school,standard,none,48.0,59.0,56.0
156.0,male,group D,associate's degree,standard,completed,64.0,76.0,78.0
157.0,male,group E,some college,standard,completed,90.0,78.0,79.0
158.0,female,group A,some high school,free/reduced,none,33.0,48.0,41.0
159.0,female,group B,associate's degree,free/reduced,none,64.0,71.0,68.0
160.0,female,group A,associate's degree,standard,none,57.0,60.0,67.0
161.0,male,group C,master's degree,standard,none,90.0,79.0,84.0
162.0,female,group E,associate's degree,standard,none,55.0,69.0,66.0
163.0,male,group D,master's degree,free/reduced,none,55.0,51.0,50.0
164.0,male,group D,associate's degree,standard,none,57.0,46.0,55.0
165.0,male,group D,some high school,standard,none,54.0,51.0,52.0
166.0,female,group E,some high school,standard,none,57.0,58.0,55.0
167.0,male,group A,associate's degree,standard,completed,68.0,80.0,76.0
168.0,male,group D,master's degree,standard,none,80.0,69.0,73.0
169.0,female,group C,some high school,free/reduced,none,71.0,71.0,69.0
170.0,female,group C,some college,standard,none,66.0,70.0,66.0
171.0,female,group E,associate's degree,standard,none,100.0,97.0,100.0
172.0,female,group C,some college,standard,none,61.0,64.0,67.0
173.0,female,group A,some college,standard,none,80.0,77.0,76.0
174.0,male,group C,high school,standard,none,84.0,91.0,82.0
175.0,female,group C,associate's degree,standard,completed,90.0,97.0,100.0
176.0,male,group C,associate's degree,free/reduced,none,72.0,84.0,80.0
177.0,female,group E,some high school,free/reduced,none,49.0,56.0,51.0
178.0,female,group C,some college,standard,none,78.0,78.0,79.0
179.0,male,group B,some college,free/reduced,completed,81.0,75.0,82.0
180.0,male,group A,some college,standard,completed,78.0,78.0,73.0
181.0,male,group C,bachelor's degree,standard,none,71.0,70.0,66.0
182.0,female,group D,associate's degree,free/reduced,completed,54.0,67.0,66.0
183.0,male,group B,some high school,standard,none,68.0,61.0,53.0
184.0,male,group D,associate's degree,standard,none,61.0,59.0,55.0
185.0,male,group C,some high school,free/reduced,none,44.0,54.0,50.0
186.0,female,group B,some high school,free/reduced,none,61.0,79.0,81.0
187.0,female,group E,some high school,free/reduced,completed,51.0,64.0,63.0
188.0,female,group C,some college,standard,none,60.0,72.0,61.0
189.0,male,group B,high school,standard,completed,70.0,67.0,64.0
190.0,male,group D,high school,standard,completed,48.0,54.0,51.0
191.0,female,group B,high school,free/reduced,none,50.0,64.0,60.0
192.0,male,group E,high school,standard,none,96.0,91.0,85.0
193.0,male,group C,bachelor's degree,standard,none,54.0,54.0,53.0
194.0,female,group D,some high school,free/reduced,completed,68.0,84.0,86.0
195.0,female,group C,some high school,standard,none,47.0,49.0,43.0
196.0,male,group E,master's degree,free/reduced,completed,98.0,91.0,97.0
197.0,female,group C,some high school,standard,completed,72.0,81.0,89.0
198.0,male,group D,some college,standard,none,62.0,57.0,57.0
199.0,female,group D,high school,free/reduced,completed,80.0,87.0,91.0
200.0,male,group C,bachelor's degree,free/reduced,none,43.0,50.0,47.0
201.0,female,group C,some college,free/reduced,none,52.0,57.0,53.0
202.0,female,group B,some college,standard,none,71.0,91.0,88.0
203.0,male,group E,master's degree,standard,none,100.0,91.0,91.0
204.0,female,group D,some college,standard,none,56.0,57.0,62.0
205.0,male,group E,high school,standard,none,65.0,57.0,56.0
206.0,male,group E,some high school,standard,none,86.0,62.0,62.0
207.0,female,group E,associate's degree,free/reduced,completed,89.0,93.0,98.0
208.0,female,group B,some college,free/reduced,none,51.0,65.0,62.0
209.0,male,group C,associate's degree,standard,completed,99.0,97.0,96.0
210.0,female,group C,bachelor's degree,standard,none,72.0,76.0,75.0
211.0,male,group C,high school,standard,none,87.0,83.0,82.0
212.0,female,group E,some high school,standard,completed,66.0,80.0,82.0
213.0,male,group D,some college,free/reduced,none,74.0,77.0,77.0
214.0,female,group D,high school,standard,completed,51.0,71.0,66.0
215.0,female,group B,some high school,free/reduced,none,60.0,73.0,75.0
216.0,male,group D,high school,standard,none,63.0,61.0,55.0
217.0,male,group D,some college,free/reduced,none,54.0,71.0,65.0
218.0,female,group D,high school,free/reduced,none,52.0,56.0,64.0
219.0,female,group B,bachelor's degree,free/reduced,none,55.0,62.0,67.0
220.0,female,group C,some high school,standard,none,55.0,63.0,59.0
221.0,female,group E,high school,free/reduced,completed,80.0,92.0,86.0
222.0,female,group B,high school,free/reduced,completed,54.0,73.0,69.0
223.0,female,group C,some college,standard,none,62.0,78.0,79.0
224.0,male,group C,associate's degree,free/reduced,none,84.0,78.0,72.0
226.0,male,group E,some high school,standard,none,75.0,66.0,51.0
227.0,female,group C,bachelor's degree,standard,none,77.0,92.0,87.0
228.0,female,group B,associate's degree,free/reduced,none,41.0,65.0,54.0
229.0,female,group D,bachelor's degree,standard,none,83.0,98.0,98.0
230.0,male,group E,associate's degree,standard,completed,93.0,92.0,87.0
231.0,female,group D,some high school,standard,none,76.0,78.0,84.0
232.0,female,group B,some high school,standard,completed,85.0,95.0,94.0
233.0,female,group C,associate's degree,standard,none,72.0,81.0,81.0
234.0,female,group D,master's degree,standard,completed,79.0,82.0,85.0
235.0,female,group B,associate's degree,free/reduced,completed,49.0,69.0,70.0
236.0,male,group D,some high school,standard,completed,74.0,72.0,71.0
237.0,male,group B,bachelor's degree,standard,none,78.0,77.0,73.0
238.0,male,group D,high school,free/reduced,completed,53.0,59.0,57.0
239.0,female,group C,high school,standard,none,51.0,67.0,63.0
240.0,male,group B,some high school,free/reduced,none,59.0,54.0,46.0
241.0,male,group D,some college,standard,completed,65.0,69.0,68.0
242.0,female,group C,bachelor's degree,standard,completed,75.0,85.0,90.0
243.0,male,group D,some high school,standard,completed,60.0,62.0,59.0
244.0,female,group D,some college,standard,none,46.0,54.0,52.0
245.0,female,group D,some college,standard,none,54.0,62.0,62.0
246.0,female,group C,some high school,standard,completed,62.0,76.0,74.0
247.0,male,group E,some high school,free/reduced,completed,86.0,92.0,86.0
248.0,female,group B,high school,standard,none,53.0,62.0,57.0
249.0,female,group D,some high school,standard,none,85.0,87.0,90.0
250.0,male,group C,some high school,standard,completed,70.0,85.0,81.0
251.0,male,group D,associate's degree,free/reduced,none,83.0,86.0,81.0
252.0,female,group E,bachelor's degree,free/reduced,completed,67.0,70.0,73.0
253.0,female,group C,bachelor's degree,free/reduced,none,48.0,60.0,54.0
254.0,male,group B,high school,standard,none,63.0,57.0,55.0
255.0,female,group D,some college,standard,none,88.0,90.0,94.0
256.0,female,group D,high school,standard,none,72.0,73.0,72.0
257.0,female,group B,master's degree,standard,none,68.0,88.0,85.0
258.0,male,group D,bachelor's degree,free/reduced,none,74.0,73.0,71.0
259.0,male,group D,some college,standard,completed,59.0,54.0,60.0
260.0,female,group C,associate's degree,standard,none,52.0,51.0,53.0
261.0,male,group D,high school,free/reduced,none,54.0,40.0,45.0
262.0,male,group C,associate's degree,free/reduced,completed,65.0,62.0,56.0
263.0,female,group E,high school,free/reduced,none,75.0,76.0,68.0
264.0,female,group C,associate's degree,free/reduced,completed,64.0,77.0,73.0
265.0,female,group D,some college,standard,none,61.0,67.0,70.0
266.0,female,group D,associate's degree,standard,completed,71.0,76.0,74.0
267.0,female,group B,some high school,standard,none,42.0,44.0,44.0
268.0,female,group A,associate's degree,standard,completed,73.0,80.0,82.0
269.0,male,group A,bachelor's degree,standard,none,92.0,84.0,83.0
270.0,female,group C,some college,standard,none,74.0,91.0,84.0
271.0,male,group C,some college,standard,none,56.0,61.0,54.0
272.0,male,group B,master's degree,standard,none,74.0,78.0,69.0
273.0,female,group A,bachelor's degree,standard,completed,62.0,82.0,76.0
274.0,male,group C,high school,standard,completed,84.0,77.0,74.0
275.0,female,group D,associate's degree,standard,completed,85.0,85.0,88.0
276.0,male,group D,high school,standard,none,49.0,42.0,40.0
277.0,male,group D,some high school,standard,none,31.0,24.0,24.0
278.0,male,group E,master's degree,free/reduced,none,82.0,80.0,68.0
279.0,female,group E,high school,standard,none,78.0,83.0,81.0
280.0,female,group D,some high school,standard,completed,74.0,85.0,88.0
281.0,female,group E,some college,free/reduced,completed,71.0,79.0,79.0
282.0,male,group E,some college,standard,none,84.0,79.0,72.0
283.0,female,group E,high school,standard,none,53.0,57.0,58.0
284.0,female,group C,some college,free/reduced,none,79.0,84.0,85.0
285.0,male,group A,bachelor's degree,free/reduced,none,50.0,50.0,52.0
286.0,female,group D,some college,free/reduced,none,65.0,76.0,81.0
287.0,female,group D,some high school,standard,none,48.0,65.0,69.0
288.0,male,group C,some college,free/reduced,none,28.0,24.0,20.0
289.0,female,group A,some high school,free/reduced,none,47.0,64.0,65.0
290.0,female,group D,high school,standard,none,77.0,82.0,82.0
291.0,female,group B,master's degree,standard,none,73.0,84.0,76.0
292.0,female,group B,some college,free/reduced,none,31.0,39.0,40.0
293.0,male,group B,some college,free/reduced,none,43.0,47.0,42.0
294.0,female,group B,some high school,free/reduced,none,37.0,46.0,44.0
295.0,female,group C,some college,standard,none,57.0,72.0,68.0
296.0,female,group B,associate's degree,free/reduced,completed,68.0,73.0,72.0
297.0,female,group D,bachelor's degree,free/reduced,none,79.0,88.0,87.0
298.0,male,group C,associate's degree,standard,none,91.0,80.0,82.0
299.0,male,group C,associate's degree,standard,completed,75.0,71.0,75.0
300.0,female,group C,associate's degree,standard,none,79.0,76.0,71.0
301.0,female,group C,some college,standard,none,57.0,74.0,68.0
302.0,female,group C,bachelor's degree,free/reduced,none,41.0,54.0,54.0
303.0,female,group B,associate's degree,standard,none,59.0,59.0,67.0
304.0,male,group C,some high school,free/reduced,completed,75.0,82.0,77.0
305.0,male,group D,high school,standard,none,88.0,80.0,78.0
306.0,female,group D,associate's degree,standard,completed,83.0,100.0,100.0
307.0,female,group B,bachelor's degree,standard,completed,68.0,84.0,82.0
308.0,male,group D,some college,standard,none,81.0,73.0,71.0
309.0,female,group A,associate's degree,standard,none,51.0,54.0,60.0
310.0,female,group C,high school,standard,completed,85.0,95.0,92.0
311.0,male,group B,some college,standard,completed,69.0,59.0,67.0
312.0,male,group D,some high school,free/reduced,none,64.0,60.0,57.0
313.0,male,group E,some college,free/reduced,completed,71.0,68.0,72.0
314.0,male,group B,associate's degree,standard,none,64.0,60.0,61.0
315.0,male,group E,some high school,standard,completed,80.0,72.0,72.0
316.0,female,group E,associate's degree,standard,none,91.0,94.0,100.0
317.0,female,group B,associate's degree,free/reduced,none,56.0,65.0,68.0
318.0,female,group D,associate's degree,free/reduced,none,67.0,85.0,77.0
319.0,female,group E,associate's degree,free/reduced,none,69.0,75.0,73.0
320.0,male,group B,some college,free/reduced,none,65.0,69.0,61.0
321.0,male,group E,associate's degree,free/reduced,none,78.0,64.0,67.0
322.0,female,group C,some college,free/reduced,none,70.0,81.0,78.0
323.0,male,group C,master's degree,free/reduced,none,75.0,75.0,71.0
324.0,female,group D,some college,standard,none,63.0,70.0,62.0
325.0,male,group D,high school,free/reduced,none,47.0,60.0,48.0
326.0,male,group C,associate's degree,free/reduced,none,57.0,63.0,66.0
327.0,female,group B,high school,standard,none,25.0,44.0,42.0
328.0,male,group E,some high school,free/reduced,none,73.0,65.0,54.0
329.0,male,group D,associate's degree,standard,none,92.0,91.0,92.0
330.0,female,group E,some college,free/reduced,completed,60.0,71.0,72.0
331.0,male,group B,associate's degree,standard,none,44.0,49.0,43.0
332.0,male,group D,some college,free/reduced,completed,67.0,54.0,58.0
334.0,male,group D,bachelor's degree,standard,none,86.0,78.0,81.0
335.0,female,group A,some high school,standard,completed,59.0,69.0,66.0
336.0,female,group B,some high school,standard,none,46.0,56.0,55.0
337.0,female,group D,some college,free/reduced,completed,50.0,81.0,81.0
338.0,female,group C,some college,standard,completed,44.0,44.0,48.0
339.0,female,group D,some high school,free/reduced,none,49.0,59.0,61.0
340.0,male,group C,associate's degree,free/reduced,none,52.0,54.0,52.0
341.0,male,group B,some high school,free/reduced,none,64.0,59.0,53.0
342.0,male,group B,some college,free/reduced,none,43.0,29.0,28.0
343.0,female,group C,some college,standard,none,82.0,88.0,91.0
344.0,male,group D,associate's degree,standard,none,63.0,45.0,46.0
345.0,female,group C,associate's degree,standard,none,64.0,74.0,77.0
346.0,female,group B,high school,standard,none,43.0,58.0,53.0
347.0,male,group D,associate's degree,standard,none,81.0,65.0,67.0
348.0,male,group B,some college,standard,none,91.0,80.0,80.0
349.0,female,group C,some high school,free/reduced,none,78.0,80.0,76.0
350.0,female,group E,master's degree,standard,completed,83.0,78.0,83.0
351.0,male,group C,high school,standard,completed,79.0,76.0,69.0
352.0,female,group D,some college,free/reduced,none,34.0,45.0,51.0
353.0,female,group B,some high school,standard,none,42.0,52.0,51.0
354.0,female,group E,some college,standard,none,76.0,80.0,76.0
355.0,male,group E,some college,standard,none,90.0,87.0,83.0
356.0,male,group E,some high school,free/reduced,completed,65.0,53.0,55.0
357.0,female,group E,bachelor's degree,standard,none,87.0,88.0,93.0
358.0,male,group D,high school,free/reduced,completed,43.0,60.0,54.0
359.0,male,group D,high school,free/reduced,completed,69.0,77.0,74.0
360.0,female,group B,some college,free/reduced,none,48.0,60.0,57.0
361.0,female,group E,associate's degree,standard,completed,94.0,92.0,99.0
362.0,female,group C,associate's degree,standard,none,79.0,85.0,83.0
363.0,male,group C,bachelor's degree,standard,none,71.0,76.0,78.0
364.0,male,group D,bachelor's degree,standard,completed,91.0,91.0,87.0
365.0,male,group D,some college,standard,none,56.0,57.0,55.0
366.0,female,group C,associate's degree,free/reduced,completed,79.0,100.0,95.0
367.0,male,group C,bachelor's degree,standard,completed,90.0,84.0,84.0
368.0,female,group B,associate's degree,standard,none,73.0,75.0,78.0
369.0,female,group A,master's degree,free/reduced,completed,45.0,71.0,70.0
370.0,female,group B,high school,standard,none,30.0,41.0,37.0
371.0,female,group D,associate's degree,standard,none,71.0,86.0,82.0
372.0,male,group D,high school,standard,none,60.0,48.0,44.0
373.0,male,group C,high school,free/reduced,completed,54.0,59.0,57.0
374.0,female,group C,some college,free/reduced,none,53.0,66.0,65.0
375.0,female,group C,high school,free/reduced,none,58.0,56.0,
376.0,female,group C,some high school,standard,none,71.0,74.0,73.0
377.0,female,group C,some college,standard,none,59.0,72.0,65.0
378.0,female,group D,associate's degree,standard,completed,48.0,59.0,64.0
379.0,male,group B,some high school,standard,completed,75.0,69.0,66.0
380.0,male,group B,high school,standard,none,57.0,56.0,50.0
381.0,female,group C,high school,standard,none,67.0,78.0,74.0
382.0,male,group C,some high school,standard,none,63.0,57.0,50.0
383.0,female,group A,bachelor's degree,free/reduced,none,49.0,49.0,52.0
384.0,male,group D,some high school,standard,completed,69.0,74.0,77.0
385.0,female,group D,high school,standard,completed,94.0,100.0,100.0
386.0,female,group D,some college,free/reduced,completed,49.0,71.0,66.0
387.0,male,group C,bachelor's degree,free/reduced,none,59.0,55.0,46.0
388.0,female,group B,some college,standard,completed,81.0,81.0,87.0
389.0,male,group D,master's degree,standard,none,56.0,54.0,48.0
390.0,male,group D,some college,standard,none,56.0,55.0,51.0
391.0,female,group B,some high school,standard,completed,55.0,54.0,61.0
392.0,female,group E,some high school,free/reduced,none,78.0,90.0,85.0
393.0,female,group D,high school,free/reduced,completed,83.0,92.0,96.0
394.0,male,group D,associate's degree,free/reduced,completed,73.0,70.0,76.0
395.0,male,group D,associate's degree,free/reduced,none,48.0,45.0,36.0
396.0,male,group C,some high school,free/reduced,none,45.0,47.0,41.0
397.0,male,group C,associate's degree,free/reduced,none,50.0,55.0,53.0
398.0,female,group E,bachelor's degree,standard,none,91.0,93.0,89.0
399.0,male,group E,high school,standard,none,69.0,69.0,57.0
400.0,female,group C,high school,standard,none,54.0,71.0,69.0
401.0,male,group B,some high school,standard,none,64.0,57.0,42.0
402.0,male,group C,some college,standard,completed,76.0,85.0,86.0
403.0,male,group E,some high school,standard,none,83.0,72.0,64.0
404.0,female,group D,some high school,standard,completed,88.0,100.0,100.0
405.0,male,group E,some high school,standard,none,92.0,76.0,73.0
406.0,female,group D,high school,standard,none,55.0,48.0,52.0
407.0,male,group D,associate's degree,standard,none,70.0,60.0,62.0
408.0,female,group C,some college,free/reduced,none,52.0,59.0,66.0
409.0,female,group C,bachelor's degree,standard,none,60.0,69.0,71.0
410.0,male,group A,some high school,free/reduced,completed,60.0,60.0,61.0
411.0,male,group E,some high school,standard,completed,86.0,77.0,74.0
412.0,male,group C,some college,standard,completed,95.0,96.0,96.0
413.0,male,group C,some high school,standard,completed,91.0,95.0,91.0
414.0,male,group C,high school,free/reduced,none,20.0,22.0,17.0
415.0,female,group D,some college,standard,none,72.0,83.0,83.0
416.0,male,group C,some high school,standard,completed,84.0,86.0,85.0
417.0,male,group D,associate's degree,free/reduced,none,51.0,46.0,48.0
418.0,male,group B,bachelor's degree,standard,none,80.0,75.0,68.0
419.0,female,group B,bachelor's degree,free/reduced,none,49.0,59.0,58.0
420.0,male,group B,high school,standard,completed,76.0,75.0,71.0
421.0,male,group C,bachelor's degree,standard,none,91.0,85.0,85.0
422.0,male,group C,bachelor's degree,free/reduced,none,69.0,66.0,60.0
423.0,female,group B,some college,standard,completed,84.0,86.0,93.0
424.0,female,group B,master's degree,standard,none,67.0,71.0,71.0
425.0,male,group E,high school,standard,none,90.0,85.0,86.0
426.0,male,group D,some college,standard,none,61.0,69.0,64.0
427.0,female,group D,high school,standard,completed,91.0,95.0,100.0
428.0,female,group C,some high school,standard,none,78.0,85.0,78.0
429.0,female,group B,associate's degree,free/reduced,completed,73.0,77.0,79.0
430.0,female,group B,master's degree,free/reduced,none,66.0,70.0,74.0
431.0,female,group B,some high school,standard,none,66.0,70.0,71.0
432.0,female,group C,bachelor's degree,free/reduced,none,54.0,69.0,63.0
433.0,female,group C,some high school,standard,none,80.0,92.0,91.0
434.0,female,group E,some high school,standard,completed,78.0,84.0,85.0
435.0,female,group C,some high school,free/reduced,none,47.0,57.0,51.0
436.0,female,group A,some college,standard,none,52.0,62.0,67.0
437.0,female,group B,high school,standard,completed,62.0,71.0,71.0
438.0,female,group D,bachelor's degree,free/reduced,none,70.0,77.0,71.0
439.0,female,group B,some high school,free/reduced,none,65.0,69.0,70.0
440.0,male,group B,some high school,free/reduced,none,65.0,67.0,54.0
441.0,male,group C,master's degree,standard,completed,83.0,83.0,82.0
442.0,male,group C,some college,standard,none,89.0,72.0,72.0
443.0,female,group B,high school,standard,none,61.0,76.0,79.0
444.0,male,group A,some college,standard,completed,71.0,67.0,69.0
445.0,female,group D,some college,free/reduced,none,43.0,52.0,52.0
446.0,female,group C,some college,standard,none,59.0,62.0,64.0
447.0,male,group C,bachelor's degree,free/reduced,none,78.0,60.0,64.0
448.0,female,group D,some college,standard,none,81.0,84.0,79.0
449.0,female,group E,some college,standard,none,80.0,74.0,75.0
450.0,female,group D,some college,free/reduced,completed,37.0,66.0,66.0
451.0,female,group D,some high school,free/reduced,none,53.0,69.0,65.0
452.0,female,group C,some high school,standard,completed,69.0,85.0,82.0
453.0,male,group D,some college,free/reduced,completed,56.0,60.0,57.0
454.0,male,group D,high school,standard,completed,84.0,87.0,87.0
455.0,female,group B,high school,standard,none,73.0,74.0,72.0
456.0,female,group B,some college,free/reduced,none,56.0,70.0,68.0
457.0,female,group B,high school,standard,none,59.0,73.0,64.0
458.0,female,group D,some college,standard,none,66.0,72.0,77.0
459.0,male,group C,some college,free/reduced,completed,68.0,68.0,64.0
460.0,male,group E,some college,standard,none,58.0,47.0,48.0
461.0,male,group A,high school,standard,none,83.0,75.0,74.0
462.0,female,group D,high school,standard,none,74.0,76.0,84.0
463.0,male,group C,bachelor's degree,standard,completed,84.0,76.0,74.0
464.0,male,group B,high school,standard,completed,68.0,69.0,65.0
465.0,female,group B,high school,standard,none,66.0,72.0,67.0
466.0,female,group D,high school,standard,none,44.0,53.0,59.0
467.0,male,group D,associate's degree,free/reduced,completed,74.0,73.0,74.0
468.0,male,group A,bachelor's degree,free/reduced,none,62.0,56.0,60.0
469.0,female,group C,high school,standard,completed,48.0,64.0,54.0
470.0,female,group A,associate's degree,standard,completed,66.0,74.0,72.0
471.0,female,group C,some high school,standard,none,59.0,60.0,58.0
472.0,male,group B,associate's degree,standard,none,57.0,56.0,58.0
473.0,female,group E,some high school,standard,none,89.0,90.0,92.0
474.0,female,group D,high school,standard,completed,69.0,67.0,69.0
475.0,female,group D,some college,standard,completed,73.0,92.0,90.0
476.0,male,group B,bachelor's degree,standard,completed,69.0,73.0,80.0
477.0,male,group B,associate's degree,free/reduced,completed,77.0,72.0,73.0
478.0,female,group A,some college,standard,none,63.0,72.0,78.0
479.0,female,group D,associate's degree,free/reduced,none,61.0,63.0,69.0
480.0,female,group C,master's degree,standard,completed,60.0,76.0,78.0
481.0,male,group C,high school,free/reduced,completed,62.0,70.0,68.0
482.0,female,group C,bachelor's degree,standard,none,56.0,59.0,61.0
483.0,male,group D,some high school,standard,none,91.0,92.0,81.0
484.0,female,group D,associate's degree,free/reduced,none,87.0,94.0,95.0
485.0,male,group E,some high school,standard,none,73.0,63.0,62.0
486.0,female,group D,high school,standard,none,65.0,76.0,73.0
487.0,female,group E,high school,standard,completed,91.0,90.0,93.0
488.0,female,group B,some college,standard,completed,54.0,69.0,67.0
489.0,female,group C,high school,free/reduced,completed,83.0,92.0,91.0
490.0,female,group B,some high school,standard,none,69.0,78.0,79.0
491.0,male,group D,associate's degree,standard,none,57.0,57.0,52.0
492.0,male,group C,some high school,standard,none,47.0,48.0,36.0
493.0,female,group C,some college,free/reduced,none,71.0,72.0,77.0
494.0,male,group D,high school,standard,none,76.0,76.0,66.0
495.0,male,group E,high school,standard,none,63.0,51.0,45.0
496.0,male,group D,some college,standard,completed,96.0,100.0,100.0
497.0,female,group D,associate's degree,standard,none,93.0,97.0,100.0
498.0,male,group C,high school,standard,none,83.0,74.0,72.0
499.0,male,group B,some college,standard,completed,86.0,81.0,85.0
500.0,female,group B,high school,free/reduced,none,51.0,60.0,52.0
501.0,female,group C,bachelor's degree,free/reduced,none,56.0,76.0,68.0
502.0,female,group D,associate's degree,standard,completed,74.0,91.0,98.0
503.0,male,group C,associate's degree,standard,none,70.0,60.0,58.0
504.0,male,group C,high school,free/reduced,none,59.0,62.0,64.0
505.0,male,group B,master's degree,standard,completed,88.0,89.0,90.0
506.0,male,group C,high school,free/reduced,none,59.0,57.0,51.0
507.0,female,group B,master's degree,standard,none,71.0,81.0,79.0
508.0,male,group E,high school,standard,none,83.0,78.0,74.0
509.0,male,group C,associate's degree,free/reduced,none,71.0,71.0,63.0
510.0,female,group C,associate's degree,standard,none,59.0,62.0,59.0
511.0,female,group C,associate's degree,free/reduced,none,51.0,57.0,55.0
512.0,male,group E,associate's degree,standard,none,84.0,71.0,70.0
513.0,male,group B,bachelor's degree,standard,completed,85.0,77.0,75.0
514.0,male,group C,some college,free/reduced,none,55.0,50.0,48.0
515.0,female,group C,associate's degree,standard,none,52.0,56.0,54.0
